管材,产品规格,水力内径 (m),设计流量 (m³/s),流量口径,本次流量 (m³/s),底坡分母,无压糙率,输水能力判断,水深 (m),充满度,无压流速 (m/s),模型最大无压流量 (m³/s),满管参照流量 (m³/s),同流量有压流速 (m/s),同流量有压总水损 (m/km),同流量有压总水损下限 (m/km),净空高度 (m),净空面积 (%),项目净空高度下限 (m),项目净空面积下限 (%),项目净空判定,计算说明,模型条件,有压候选类别
聚乙烯（PE）管,PE100 DN800×47.4 mm，SDR17，PN1 MPa，名义计算内径 di=705.2 mm,0.7052,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.3566780739217668,0.5057828614886086,1.0092456410674495,0.4219846325981749,0.39228616539850353,0.5120536981479943,0.32250392762450597,,0.34852192607823324,49.26371962266687,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN800×47.4 mm，SDR17，PN1 MPa，名义计算内径 di=705.2 mm,0.7052,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.41939600955089734,0.5947192421311647,1.073877449523312,0.4219846325981749,0.39228616539850353,0.6656698075923926,0.5131150366167703,,0.2858039904491027,38.01249780523099,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN900×53.3 mm，SDR17，PN1 MPa，名义计算内径 di=793.4 mm,0.7934,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.33528843698309485,0.4225969712416119,1.0066995942624462,0.5777984186679807,0.5371340767482764,0.40453464574520837,0.18382599306493677,,0.45811156301690514,59.815753572287,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN900×53.3 mm，SDR17，PN1 MPa，名义计算内径 di=793.4 mm,0.7934,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.3892263835683161,0.490580266660343,1.0776380188404275,0.5777984186679807,0.5371340767482764,0.5258950394687708,0.29247358894943837,,0.40417361643168387,51.199286748007424,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1000×59.3 mm，SDR17，PN1 MPa，名义计算内径 di=881.4 mm,0.8814,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.3197625464486659,0.3627893651561901,1.0008322149434254,0.764877611520151,0.7110469956571213,0.32778873326749003,0.11130361403348393,,0.561637453551334,67.24838305829124,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1000×59.3 mm，SDR17，PN1 MPa，名义计算内径 di=881.4 mm,0.8814,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.36875391035974847,0.4183729411841939,1.0746284690020362,0.764877611520151,0.7110469956571213,0.426125353247737,0.17708794559818644,,0.5126460896402515,60.34672767943117,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1200×67.9 mm，SDR17，PN1 MPa，名义计算内径 di=1064.2 mm,1.0642,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.29702400898805614,0.27910543975573776,0.9853826658944783,1.264326298278778,1.1753454440047104,0.22485036925831506,0.0452984948707801,,0.7671759910119439,77.18141621111147,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1200×67.9 mm，SDR17，PN1 MPa，名义计算内径 di=1064.2 mm,1.0642,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.3401086473695888,0.3195909108904236,1.0614531478864344,1.264326298278778,1.1753454440047104,0.2923054800358096,0.07207149080481068,,0.7240913526304112,72.461763327204,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1400×82.4 mm，SDR17，PN1 MPa，名义计算内径 di=1235.2 mm,1.2352,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.2820583341071296,0.22835033525512435,0.9704424854229823,1.8811780985374968,1.748784400425379,0.1669035400823421,0.0222534759463813,,0.9531416658928704,82.80129501857138,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1400×82.4 mm，SDR17，PN1 MPa，名义计算内径 di=1235.2 mm,1.2352,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.3218577270798026,0.26057134640528057,1.0469811427937181,1.8811780985374968,1.748784400425379,0.21697460210704472,0.035406059111232346,,0.9133422729201974,79.27616905037283,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1600×94.1 mm，SDR17，PN1 MPa，名义计算内径 di=1411.8 mm,1.4118,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.2701863003860676,0.19137717834400597,0.9558024696540995,2.6865337410230183,2.497460661045349,0.1277596634746369,0.011764314859237932,,1.1416136996139323,86.63325660574276,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1600×94.1 mm，SDR17，PN1 MPa，名义计算内径 di=1411.8 mm,1.4118,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.30762796106407486,0.21789769164476191,1.032205350055132,2.6865337410230183,2.497460661045349,0.166087562517028,0.018717436696762874,,1.104172038935925,83.909445682668,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1800×105.9 mm，SDR17，PN1 MPa，名义计算内径 di=1588.2 mm,1.5882,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.260655624657014,0.16412015152815387,0.9422605014072287,3.6774293427368923,3.4186189352536966,0.10095544116000278,0.006709141199101037,,1.327544375342986,89.28582477889822,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1800×105.9 mm，SDR17，PN1 MPa，名义计算内径 di=1588.2 mm,1.5882,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.29633254532888187,0.18658389707145312,1.0182572145376745,3.6774293427368923,3.4186189352536966,0.13124207350800363,0.0106744784703894,,1.2918674546711182,87.1111079171099,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN2000×117.6 mm，SDR17，PN1 MPa，名义计算内径 di=1764.8 mm,1.7648,0.2,设计流量,0.2,500,0.014,可形成均匀流,0.2527202182055,0.14320048629051452,0.9297845512352713,4.871377802219459,4.528539597459092,0.08176155151937443,0.004057394019859233,,1.5120797817945,91.20639814774836,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN2000×117.6 mm，SDR17，PN1 MPa，名义计算内径 di=1764.8 mm,1.7648,0.2,加大流量,0.26,500,0.014,可形成均匀流,0.28700102103104935,0.1626252385715375,1.0052550962381253,4.871377802219459,4.528539597459092,0.10629001697518675,0.006455455896006079,,1.4777989789689505,89.42656273288779,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN32×2.3 mm，SDR17，PN1 MPa，名义计算内径 di=27.4 mm,0.027399999999999997,0.2,设计流量,0.2,750,0.014,能力不足,,,,5.966958681315613e-05,5.547015600479326e-05,339.1868359356287,1725498.204529489,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN32×2.3 mm，SDR17，PN1 MPa，名义计算内径 di=27.4 mm,0.027399999999999997,0.2,加大流量,0.26,750,0.014,能力不足,,,,5.966958681315613e-05,5.547015600479326e-05,440.94288671631733,2745328.036532238,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN40×2.4 mm，SDR17，PN1 MPa，名义计算内径 di=35.2 mm,0.0352,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.00011637650193852124,0.0001081861474596065,205.5203294058566,522367.5515532932,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN40×2.4 mm，SDR17，PN1 MPa，名义计算内径 di=35.2 mm,0.0352,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.00011637650193852124,0.0001081861474596065,267.1764282276136,831105.0575940757,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN50×3 mm，SDR17，PN1 MPa，名义计算内径 di=44 mm,0.044,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.00021100463745810777,0.0001961545367187871,131.53301081974823,180183.67045943593,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN50×3 mm，SDR17，PN1 MPa，名义计算内径 di=44 mm,0.044,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.00021100463745810777,0.0001961545367187871,170.9929140656727,286678.52620134165,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN63×3.8 mm，SDR17，PN1 MPa，名义计算内径 di=55.4 mm,0.0554,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.0003900415757525649,0.00036259119948489204,82.96990347425113,60040.33663969682,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN63×3.8 mm，SDR17，PN1 MPa，名义计算内径 di=55.4 mm,0.0554,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.0003900415757525649,0.00036259119948489204,107.86087451652647,95526.2770295027,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN75×4.5 mm，SDR17，PN1 MPa，名义计算内径 di=66 mm,0.066,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.0006221121612260675,0.0005783291032958937,58.4591159198881,26047.144769375765,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN75×4.5 mm，SDR17，PN1 MPa，名义计算内径 di=66 mm,0.066,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.0006221121612260675,0.0005783291032958937,75.99685069585452,41441.91898853944,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN90×5.4 mm，SDR17，PN1 MPa，名义计算内径 di=79.2 mm,0.0792,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.0010116229669380392,0.0009404268873152726,40.596608277700064,10916.051607224133,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN90×5.4 mm，SDR17，PN1 MPa，名义计算内径 di=79.2 mm,0.0792,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.0010116229669380392,0.0009404268873152726,52.77559076101008,17367.82017325655,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN110×6.6 mm，SDR17，PN1 MPa，名义计算内径 di=96.8 mm,0.0968,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.0017275043481895678,0.0016059259131974795,27.176241904906657,4191.401283175398,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN110×6.6 mm，SDR17，PN1 MPa，名义计算内径 di=96.8 mm,0.0968,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.0017275043481895678,0.0016059259131974795,35.329114476378656,6668.666142249798,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN125×7.4 mm，SDR17，PN1 MPa，名义计算内径 di=110.2 mm,0.1102,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.002441007507187035,0.0022692140915358625,20.968961642668546,2258.28365151702,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN125×7.4 mm，SDR17，PN1 MPa，名义计算内径 di=110.2 mm,0.1102,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.002441007507187035,0.0022692140915358625,27.25965013546911,3593.008330392685,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN140×8.3 mm，SDR17，PN1 MPa，名义计算内径 di=123.4 mm,0.12340000000000001,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.0033005928577544224,0.003068303477636572,16.722830771773843,1316.4712666529792,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN140×8.3 mm，SDR17，PN1 MPa，名义计算内径 di=123.4 mm,0.12340000000000001,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.0033005928577544224,0.003068303477636572,21.739680003305995,2094.551862264639,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN160×9.5 mm，SDR17，PN1 MPa，名义计算内径 di=141 mm,0.141,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.004709800340698432,0.0043783336470560015,12.808606656960546,696.9626884934581,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN160×9.5 mm，SDR17，PN1 MPa，名义计算内径 di=141 mm,0.141,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.004709800340698432,0.0043783336470560015,16.65118865404871,1108.8920313653537,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN180×10.7 mm，SDR17，PN1 MPa，名义计算内径 di=158.6 mm,0.1586,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.006445055838147137,0.005991465198528926,10.123571356042254,397.68436185145595,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN180×10.7 mm，SDR17，PN1 MPa，名义计算内径 di=158.6 mm,0.1586,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.006445055838147137,0.005991465198528926,13.160642762854929,632.7297388170508,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN200×11.9 mm，SDR17，PN1 MPa，名义计算内径 di=176.2 mm,0.1762,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.008532977632726015,0.007932443071121844,8.202161308898301,240.73350215441323,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN200×11.9 mm，SDR17，PN1 MPa，名义计算内径 di=176.2 mm,0.1762,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.008532977632726015,0.007932443071121844,10.662809701567792,383.0154276963259,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN225×13.4 mm，SDR17，PN1 MPa，名义计算内径 di=198.2 mm,0.1982,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.011677806195145473,0.010855944645080714,6.482355043703945,137.3410252774681,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN225×13.4 mm，SDR17，PN1 MPa，名义计算内径 di=198.2 mm,0.1982,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.011677806195145473,0.010855944645080714,8.42706155681513,218.51437820715057,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN250×14.8 mm，SDR17，PN1 MPa，名义计算内径 di=220.4 mm,0.2204,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.015499431539083884,0.014408611344180358,5.2422404106671365,82.76856224306711,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN250×14.8 mm，SDR17，PN1 MPa，名义计算内径 di=220.4 mm,0.2204,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.015499431539083884,0.014408611344180358,6.814912533867277,131.687679461432,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN280×16.6 mm，SDR17，PN1 MPa，名义计算内径 di=246.8 mm,0.24680000000000002,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.020957458298072384,0.019482512672631916,4.180707692943461,48.25010972469296,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN280×16.6 mm，SDR17，PN1 MPa，名义计算内径 di=246.8 mm,0.24680000000000002,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.020957458298072384,0.019482512672631916,5.434920000826499,76.76761334508394,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN315×18.7 mm，SDR17，PN1 MPa，名义计算内径 di=277.6 mm,0.2776,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.028677201051772218,0.026658954772113462,3.304465261979905,27.5342888232571,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN315×18.7 mm，SDR17，PN1 MPa，名义计算内径 di=277.6 mm,0.2776,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.028677201051772218,0.026658954772113462,4.295804840573876,43.808017228900056,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN355×21.1 mm，SDR17，PN1 MPa，名义计算内径 di=312.8 mm,0.3128,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.03942722228766462,0.03665241017975702,2.6025952062698328,15.57981604887154,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN355×21.1 mm，SDR17，PN1 MPa，名义计算内径 di=312.8 mm,0.3128,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.03942722228766462,0.03665241017975702,3.3833737681507823,24.788032633534385,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN400×23.7 mm，SDR17，PN1 MPa，名义计算内径 di=352.6 mm,0.3526,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.054263068758403914,0.05044413829699654,2.048214792591977,8.799299245595568,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN400×23.7 mm，SDR17，PN1 MPa，名义计算内径 di=352.6 mm,0.3526,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.054263068758403914,0.05044413829699654,2.6626792303695703,13.999993078728028,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN450×26.7 mm，SDR17，PN1 MPa，名义计算内径 di=396.6 mm,0.3966,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.07424925310992868,0.06902373341621734,1.6189546911927923,5.021601788233945,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN450×26.7 mm，SDR17，PN1 MPa，名义计算内径 di=396.6 mm,0.3966,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.07424925310992868,0.06902373341621734,2.10464109855063,7.989544203146965,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN500×29.7 mm，SDR17，PN1 MPa，名义计算内径 di=440.6 mm,0.44060000000000005,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.09829622601830099,0.09137832660030068,1.3117501685329878,3.0401321744843597,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,经济
聚乙烯（PE）管,PE100 DN500×29.7 mm，SDR17，PN1 MPa，名义计算内径 di=440.6 mm,0.44060000000000005,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.09829622601830099,0.09137832660030068,1.705275219092884,4.836956695444069,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,经济
聚乙烯（PE）管,PE100 DN560×33.2 mm，SDR17，PN1 MPa，名义计算内径 di=493.6 mm,0.49360000000000004,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.1330715653957591,0.12370624444607871,1.0451769232358652,1.7684192184185272,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,经济
聚乙烯（PE）管,PE100 DN560×33.2 mm，SDR17，PN1 MPa，名义计算内径 di=493.6 mm,0.49360000000000004,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.1330715653957591,0.12370624444607871,1.3587300002066247,2.8136168718823145,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,经济
聚乙烯（PE）管,PE100 DN630×37.4 mm，SDR17，PN1 MPa，名义计算内径 di=555.2 mm,0.5552,0.2,设计流量,0.2,750,0.014,能力不足,,,,0.1820888764683471,0.16927381139850226,0.8261163154949762,1.0091617573175198,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN630×37.4 mm，SDR17，PN1 MPa，名义计算内径 di=555.2 mm,0.5552,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.1820888764683471,0.16927381139850226,1.073951210143469,1.6056116769564464,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN710×42.1 mm，SDR17，PN1 MPa，名义计算内径 di=625.8 mm,0.6257999999999999,0.2,设计流量,0.2,750,0.014,可形成均匀流,0.4467246691756557,0.7138457481234511,0.8513890259108959,0.2505607381763545,0.23292675511294367,0.6502329851207715,0.5701473116049267,,0.17907533082434424,23.626806861282812,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN710×42.1 mm，SDR17，PN1 MPa，名义计算内径 di=625.8 mm,0.6257999999999999,0.2,加大流量,0.26,750,0.014,能力不足,,,,0.2505607381763545,0.23292675511294367,0.845302880657003,0.9071243281468958,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN800×47.4 mm，SDR17，PN1 MPa，名义计算内径 di=705.2 mm,0.7052,0.2,设计流量,0.2,750,0.014,可形成均匀流,0.4036788675171093,0.5724317463373643,0.8651026032066127,0.3445490097204525,0.3203003127931266,0.5120536981479943,0.32250392762450597,,0.30152113248289075,40.810061575355085,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN800×47.4 mm，SDR17，PN1 MPa，名义计算内径 di=705.2 mm,0.7052,0.2,加大流量,0.26,750,0.014,可形成均匀流,0.4822758936055024,0.6838852717037753,0.9134537245454027,0.3445490097204525,0.3203003127931266,0.6656698075923926,0.5131150366167703,,0.22292410639449767,27.12605031812908,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN900×53.3 mm，SDR17，PN1 MPa，名义计算内径 di=793.4 mm,0.7934,0.2,设计流量,0.2,750,0.014,可形成均匀流,0.3759876744449305,0.47389422037425066,0.8666565440294407,0.47177043330785295,0.4385681371647384,0.40453464574520837,0.18382599306493677,,0.4174123255550695,53.32238029792502,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN900×53.3 mm，SDR17，PN1 MPa，名义计算内径 di=793.4 mm,0.7934,0.2,加大流量,0.26,750,0.014,可形成均匀流,0.43964813124741414,0.5541317510050594,0.9245891562452174,0.47177043330785295,0.4385681371647384,0.5258950394687708,0.29247358894943837,,0.35375186875258585,43.12121920135367,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1000×59.3 mm，SDR17，PN1 MPa，名义计算内径 di=881.4 mm,0.8814,0.2,设计流量,0.2,750,0.014,可形成均匀流,0.35683688164355415,0.4048523730923011,0.8635348581584825,0.6245199546343688,0.5805674408329712,0.32778873326749003,0.11130361403348393,,0.5245631183564459,62.04105367946459,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1000×59.3 mm，SDR17，PN1 MPa，名义计算内径 di=881.4 mm,0.8814,0.2,加大流量,0.26,750,0.014,可形成均匀流,0.413357230278815,0.46897802391515203,0.9252994944924584,0.6245199546343688,0.5805674408329712,0.426125353247737,0.17708794559818644,,0.46804276972118497,53.94730508509858,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1200×67.9 mm，SDR17，PN1 MPa，名义计算内径 di=1064.2 mm,1.0642,0.2,设计流量,0.2,750,0.014,可形成均匀流,0.3297159518778559,0.3098251756040743,0.8522424211333063,1.0323180997216304,0.9596655364388261,0.22485036925831506,0.0452984948707801,,0.7344840481221442,73.61661850165702,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
